"llamado_fecha_hora","llamado_provincia","llamante_edad","llamante_genero","llamante_quien_llama","caso_judicializado","hecho_lugar","victima_a_resguardo","victima_edad","victima_genero","victima_nacionalidad","victima_vinculo_agresor","victima_discapacidad","victima_convive_agresor","vs_violacion_via_vaginal","vs_violacion_via_anal","vs_violacion_via_oral","vs_tentativa_violacion","vs_tocamiento_sexual","vs_intento_tocamiento","vs_Intento_violación_tercera_persona","vs_grooming","vs_exhibicionismo","vs_amenazas_verbales_contenido_sexual","vs_explotacion_sexual","vs_explotacion_sexual_comercial","vs_explotacion_sexual_viajes_turismo","vs_sospecha_trata_personas_fines_sexuales","vs_existencia_facilitador_corrupcion_nnya","vs_obligacion_sacarse_fotos_pornograficas","vs_eyaculacion_partes_cuerpo","vs_acoso_sexual","vs_iniciacion_sexual_forzada_inducida","vs_otra_forma_violencia_sexual","vs_no_sabe_no_contesta","ofv_sentimiento_amenaza","ofv_amenaza_explicita","ofv_violencia_fisica","ofv_intento_ahorcar","ofv_intento_quemar","ofv_intento_ahogar","ofv_amenaza_muerte","ofv_uso_sustancias_psicoactivas","ofv_intento_privacion_libertad","ofv_privacion_libertad","ofv_uso_arma_blanca","ofv_uso_arma_fuego","ofv_enganio_seduccion","ofv_intento_matar","ofv_uso_animal_victimizar","ofv_grooming","ofv_otra_forma_violencia","ofv_no_sabe_no_contesta","llamado_provincia_indec_id"
"2016-11-21 14:44:42","NS/NC","Sin dato","Masculino","Padre","NS/NC","NS/NC","SI","5","Masculino","NS/NC","Conocido no familiar (Amigo, vecino, entre otros)","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","SI","NO","NO","NO","SI","NO",""
"2016-11-21 15:58:48","Jujuy","Sin dato","Femenino","Vecino","NS/NC","Vivienda de la Víctima","NO","Sin dato","Masculino","Argentina","Padre","NS/NC","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","38"
"2016-11-21 19:15:33","Mendoza","Sin dato","Masculino","Padre","NS/NC","NS/NC","SI","5","Femenino","Argentina","NS/NC","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","50"
"2016-11-21 19:15:33","Mendoza","Sin dato","Masculino","Padre","NS/NC","NS/NC","SI","5","Femenino","Argentina","NS/NC","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","50"
"2016-11-21 19:27:50","Salta","50","Masculino","Agresor/a","NS/NC","Ámbito educativo","SI","13","Masculino","Argentina","NS/NC","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","66"
"2016-11-22 10:57:00","Río Negro","40","Femenino","Familiar","NS/NC","Otro","SI","11","Femenino","Argentina","Desconocido","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","62"
"2016-11-22 11:54:11","Chubut","Sin dato","Masculino","Vecino","NS/NC","NS/NC","SI","10","Masculino","Argentina","Madrastra","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","26"
"2016-11-22 11:54:11","Chubut","Sin dato","Masculino","Vecino","NS/NC","NS/NC","SI","13","Masculino","Argentina","Madre","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","26"
"2016-11-22 11:54:11","Chubut","Sin dato","Masculino","Vecino","NS/NC","NS/NC","SI","3","Ns/Nc","NS/NC","Madre","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","26"
"2016-11-22 11:54:11","Chubut","Sin dato","Masculino","Vecino","NS/NC","NS/NC","SI","5","Ns/Nc","Argentina","Madre","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","26"
"2016-11-22 12:50:50","Córdoba","31","Femenino","Madre","NS/NC","Ámbito educativo","SI","5","Masculino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","14"
"2016-11-22 13:10:59","Santiago del Estero","35","Masculino","Víctima","NS/NC","NS/NC","SI","35","Masculino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","86"
"2016-11-22 14:02:34","Buenos Aires","35","Femenino","Familiar","NS/NC","Vivienda del Agresor","SI","14","Femenino","Argentina","Padre","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","06"
"2016-11-22 14:02:34","Buenos Aires","35","Femenino","Familiar","NS/NC","Vivienda del Agresor","SI","3","Femenino","Argentina","Padre","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","06"
"2016-11-22 14:02:34","Buenos Aires","35","Femenino","Familiar","NS/NC","Vivienda del Agresor","SI","6","Masculino","Argentina","Padre","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","06"
"2016-11-22 15:26:52","Buenos Aires","27","Femenino","Víctima","NS/NC","NS/NC","SI","27","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","06"
"2016-11-22 17:00:10","Buenos Aires","Sin dato","Masculino","Padre","NS/NC","NS/NC","SI","Sin dato","Femenino","Argentina","Madre","NS/NC","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","06"
"2016-11-22 17:17:21","Córdoba","Sin dato","Femenino","Víctima","NS/NC","NS/NC","SI","Sin dato","Femenino","Argentina","NS/NC","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","14"
"2016-11-22 17:20:15","Buenos Aires","40","Femenino","Madre","NS/NC","Vivienda de la Víctima","NO","14","Masculino","Argentina","Tío","NO","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","06"
"2016-11-22 17:20:15","Buenos Aires","40","Femenino","Madre","NS/NC","Vivienda de la Víctima","NO","4","Masculino","Argentina","Tío","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"2016-11-22 17:30:55","NS/NC","Sin dato","Femenino","Madre","NS/NC","Vivienda de la Víctima","SI","16","Femenino","Argentina","Padre","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI",""
"2016-11-22 17:30:55","NS/NC","Sin dato","Femenino","Madre","NS/NC","Vivienda de la Víctima","SI","Sin dato","Femenino","Argentina","Padre","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO",""
"2016-11-22 17:31:48","Buenos Aires","Sin dato","Femenino","Familiar","NS/NC","NS/NC","SI","5","Femenino","Argentina","Otro pariente","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"2016-11-22 19:22:30","Buenos Aires","35","Femenino","Otro conocido","NS/NC","NS/NC","SI","13","Femenino","Argentina","Padrastro","NS/NC","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"2016-11-22 19:22:30","Buenos Aires","35","Femenino","Otro conocido","NS/NC","NS/NC","SI","30","Femenino","Argentina","Padrastro","NS/NC","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"2016-11-22 19:31:05","Buenos Aires","Sin dato","Femenino","Otro conocido","NS/NC","NS/NC","SI","13","Femenino","Argentina","Tío","NS/NC","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"2016-11-22 19:31:09","Buenos Aires","Sin dato","Femenino","Otro conocido","NS/NC","NS/NC","SI","10","Femenino","Argentina","Padre","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"2016-11-22 19:31:09","Buenos Aires","Sin dato","Femenino","Otro conocido","NS/NC","NS/NC","SI","7","Femenino","Argentina","Padre","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"2016-11-22 20:23:52","Santa Fé","63","Femenino","Familiar","NS/NC","Vivienda de la Víctima","SI","2","Femenino","Argentina","Padre","NS/NC","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","82"
"2016-11-22 20:23:52","Santa Fé","63","Femenino","Familiar","NS/NC","Vivienda de la Víctima","SI","6","Masculino","Argentina","Padre","NO","SI","NO","SI","NO","SI","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","82"
"2016-11-23 00:45:17","Buenos Aires","29","Femenino","Madre","NS/NC","NS/NC","SI","4","Femenino","Argentina","Padre","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"2016-11-23 09:07:34","Buenos Aires","51","Femenino","Abuela/o","NS/NC","Vivienda de un familiar","SI","10","Masculino","NS/NC","NS/NC","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"2016-11-23 09:07:34","Buenos Aires","51","Femenino","Abuela/o","NS/NC","Vivienda de un familiar","SI","3","Masculino","Argentina","NS/NC","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"2016-11-23 09:27:56","Buenos Aires","40","Femenino","Víctima","NS/NC","Vivienda de la Víctima","SI","40","Femenino","Argentina","Padrastro","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"2016-11-23 11:30:25","Buenos Aires","22","Femenino","Familiar","NS/NC","Vivienda del Agresor","SI","2","Masculino","Argentina","Padre","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"2016-11-23 11:32:58","Buenos Aires","73","Femenino","Abuela/o","NS/NC","NS/NC","SI","5","Femenino","Argentina","Padre","NO","SI","SI","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","06"
"2016-11-23 11:44:17","Buenos Aires","Sin dato","Masculino","Padre","NS/NC","Ámbito educativo","SI","7","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","06"
"2016-11-23 11:44:17","Buenos Aires","Sin dato","Masculino","Padre","NS/NC","Ámbito educativo","SI","9","Masculino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","06"
"2016-11-23 13:13:36","Tierra del Fuego","44","Femenino","Madre","NS/NC","Vivienda del Agresor","SI","6","Femenino","Argentina","Padre","NO","NO","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","94"
"2016-11-23 13:19:01","Santa Cruz","Sin dato","Masculino","Familiar","NS/NC","NS/NC","NO","Sin dato","Masculino","Argentina","Padre","NS/NC","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","78"
"2016-11-23 13:19:01","Santa Cruz","Sin dato","Masculino","Familiar","NS/NC","NS/NC","NO","Sin dato","Masculino","Argentina","Padre","NS/NC","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","78"
"2016-11-23 13:21:02","Buenos Aires","60","Femenino","Otro conocido","NS/NC","Vivienda del Agresor","SI","12","Masculino","Argentina","Padre","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"2016-11-23 13:49:42","Buenos Aires","40","Femenino","Otra Institución","NS/NC","Vivienda de la Víctima","SI","11","Femenino","Argentina","Otro pariente","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"2016-11-23 14:00:03","Buenos Aires","30","Femenino","Madre","NS/NC","Vivienda de un familiar","SI","5","Femenino","Argentina","NS/NC","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"2016-11-23 14:00:03","Buenos Aires","30","Femenino","Madre","NS/NC","Vivienda de un familiar","SI","9","Masculino","NS/NC","NS/NC","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"2016-11-23 16:41:52","Buenos Aires","13","Masculino","NS/NC","NS/NC","Otro","SI","9","Ns/Nc","NS/NC","NS/NC","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"2016-11-23 16:51:15","Córdoba","Sin dato","Femenino","Vecino","NS/NC","Vivienda de un familiar","SI","11","Femenino","Argentina","Padre","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","14"
"2016-11-23 16:51:15","Córdoba","Sin dato","Femenino","Vecino","NS/NC","Vivienda de un familiar","SI","8","Masculino","Argentina","Padre","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","14"
"2016-11-23 18:49:46","Tucumán","40","Masculino","Hospital","NS/NC","NS/NC","SI","5","Femenino","Argentina","Hermano","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","90"
"2016-11-23 19:10:03","Buenos Aires","25","Femenino","Otro conocido","NS/NC","NS/NC","SI","13","Femenino","Argentina","NS/NC","NO","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"2016-11-24 00:58:29","Ciudad Autónoma de Buenos Aires","Sin dato","Femenino","Familiar","NS/NC","NS/NC","SI","10","Masculino","Argentina","Padrastro","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
"2016-11-24 06:33:15","Buenos Aires","26","Femenino","Madre","NS/NC","NS/NC","NO","6","Masculino","Argentina","NS/NC","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
